,area,franchise,small_area,closed,period_month,univ_count,univ_area,univ_pop
86,132.0,0,0,1,12,0.0,0.0,0.0
87,23.7,0,1,1,12,0.0,0.0,0.0
88,24.0,0,1,1,15,1.0,33500.0,6622.0
89,64.75,0,0,1,1,0.0,0.0,0.0
90,58.0,0,0,1,0,1.0,4108394.0,15816.0
91,15.54,0,1,1,0,0.0,0.0,0.0
92,73.67,0,0,1,0,0.0,0.0,0.0
93,43.9,0,0,1,14,0.0,0.0,0.0
94,17.36,0,1,1,13,0.0,0.0,0.0
95,16.0,0,1,1,9,0.0,0.0,0.0
96,40.34,0,0,1,17,0.0,0.0,0.0
97,54.5,0,0,1,9,0.0,0.0,0.0
98,27.0,0,1,1,28,0.0,0.0,0.0
99,34.69,0,0,1,2,1.0,4108394.0,15816.0
100,26.52,0,1,1,15,0.0,0.0,0.0
101,56.93,0,0,1,8,0.0,0.0,0.0
102,47.95,0,0,1,14,0.0,0.0,0.0
103,50.68,0,0,1,14,0.0,0.0,0.0
104,29.77,0,1,1,9,1.0,4108394.0,15816.0
105,18.0,0,1,1,10,0.0,0.0,0.0
106,71.13,0,0,1,8,0.0,0.0,0.0
107,55.0,0,0,1,2,0.0,0.0,0.0
108,55.0,0,0,1,10,0.0,0.0,0.0
109,13.55,0,1,1,7,0.0,0.0,0.0
110,77.84,0,0,1,0,1.0,112653.0,12365.0
111,118.42,0,0,1,7,0.0,0.0,0.0
112,54.43,0,0,1,8,1.0,86673.0,903.0
113,95.0,0,0,1,1,0.0,0.0,0.0
114,267.29,0,0,1,23,0.0,0.0,0.0
115,91.18,0,0,1,17,0.0,0.0,0.0
116,142.12,0,0,1,16,0.0,0.0,0.0
117,23.56,0,1,1,2,0.0,0.0,0.0
118,29.0,0,1,1,26,0.0,0.0,0.0
119,9.17,0,1,1,18,0.0,0.0,0.0
120,35.04,0,0,1,18,1.0,111902.0,2410.0
121,13.0,0,1,1,3,0.0,0.0,0.0
122,16.5,0,1,1,18,0.0,0.0,0.0
123,17.0,0,1,1,18,1.0,82662.0,1444.0
124,105.07,0,0,1,14,0.0,0.0,0.0
125,90.6,0,0,1,35,0.0,0.0,0.0
126,10.14,0,1,1,7,1.0,111902.0,2410.0
127,47.4,0,0,1,14,1.0,86673.0,903.0
128,18.0,0,1,1,28,0.0,0.0,0.0
129,17.26,0,1,1,10,0.0,0.0,0.0
130,21.6,0,1,1,10,0.0,0.0,0.0
131,42.55,0,0,1,25,0.0,0.0,0.0
132,10.59,0,1,1,22,1.0,82662.0,1444.0
133,28.68,0,1,1,16,0.0,0.0,0.0
134,36.3,0,0,1,28,1.0,29399.0,5939.0
135,16.5,0,1,1,7,0.0,0.0,0.0
136,20.0,0,1,1,18,3.0,1049479.0,22578.0
137,15.0,0,1,1,23,0.0,0.0,0.0
138,12.0,0,1,1,18,0.0,0.0,0.0
139,49.0,0,0,1,24,0.0,0.0,0.0
140,45.96,0,0,1,19,0.0,0.0,0.0
141,186.14,0,0,1,2,0.0,0.0,0.0
142,30.0,0,1,1,18,1.0,455943.0,15688.0
143,45.43,0,0,1,29,1.0,82662.0,1444.0
144,19.05,0,1,1,3,0.0,0.0,0.0
145,12.07,0,1,1,3,0.0,0.0,0.0
146,36.6,0,0,1,1,0.0,0.0,0.0
147,67.17,0,0,1,17,1.0,434004.0,8697.0
148,22.94,0,1,1,20,0.0,0.0,0.0
149,32.0,0,0,1,29,0.0,0.0,0.0
150,2.5,0,1,1,17,0.0,0.0,0.0
151,16.0,0,1,1,27,0.0,0.0,0.0
152,20.0,0,1,1,27,0.0,0.0,0.0
153,31.4,0,0,1,18,2.0,99436.0,2141.0
154,120.8,0,0,1,21,0.0,0.0,0.0
155,20.0,0,1,1,2,0.0,0.0,0.0
156,30.0,0,1,1,17,0.0,0.0,0.0
157,25.69,0,1,1,23,0.0,0.0,0.0
158,5.67,0,1,1,24,0.0,0.0,0.0
159,98.57,0,0,1,15,0.0,0.0,0.0
160,39.19,0,0,1,17,3.0,1049479.0,22578.0
161,37.57,0,0,1,25,0.0,0.0,0.0
162,88.0,0,0,1,20,0.0,0.0,0.0
163,79.2,0,0,1,61,1.0,434004.0,8697.0
164,50.0,0,0,1,18,0.0,0.0,0.0
165,25.9,0,1,1,27,1.0,18899.0,623.0
166,24.0,0,1,1,23,1.0,48726.0,6942.0
167,82.18,0,0,1,32,0.0,0.0,0.0
168,49.51,0,0,1,13,0.0,0.0,0.0
169,30.96,0,0,1,15,1.0,74694.0,1374.0
170,24.2,0,1,1,14,1.0,7940.0,413.0
171,39.8,0,0,1,24,0.0,0.0,0.0
172,25.0,0,1,1,35,2.0,99436.0,2141.0
173,24.97,0,1,1,12,0.0,0.0,0.0
174,59.53,0,0,1,18,0.0,0.0,0.0
175,18.0,0,1,1,25,0.0,0.0,0.0
176,60.12,0,0,1,74,0.0,0.0,0.0
177,11.2,0,1,1,24,0.0,0.0,0.0
178,9.42,0,1,1,12,1.0,133951.0,14411.0
179,33.0,0,0,1,23,0.0,0.0,0.0
180,20.0,0,1,1,12,1.0,170742.0,5385.0
181,16.69,0,1,1,82,0.0,0.0,0.0
182,189.49,0,0,1,2,1.0,18619.0,1014.0
183,18.81,0,1,1,7,1.0,18619.0,1014.0
184,30.0,0,1,1,5,1.0,29399.0,5939.0
185,21.42,0,1,1,17,0.0,0.0,0.0
186,37.35,0,0,1,2,0.0,0.0,0.0
187,20.0,0,1,1,23,0.0,0.0,0.0
188,54.38,0,0,1,5,0.0,0.0,0.0
189,33.0,0,0,1,0,0.0,0.0,0.0
190,29.61,0,1,1,26,0.0,0.0,0.0
191,78.3,0,0,1,11,2.0,99436.0,2141.0
192,23.0,0,1,1,24,1.0,455943.0,15688.0
193,13.4,0,1,1,35,1.0,4534.0,851.0
194,49.59,0,0,1,21,1.0,4108394.0,15816.0
195,32.8,0,0,1,10,0.0,0.0,0.0
196,11.0,0,1,1,34,0.0,0.0,0.0
197,18.69,0,1,1,12,0.0,0.0,0.0
198,18.0,0,1,1,11,0.0,0.0,0.0
199,38.38,0,0,1,13,0.0,0.0,0.0
200,39.28,0,0,1,17,0.0,0.0,0.0
201,60.0,0,0,1,12,0.0,0.0,0.0
202,56.76,0,0,1,11,0.0,0.0,0.0
203,20.53,0,1,1,10,0.0,0.0,0.0
204,5.0,0,1,1,0,0.0,0.0,0.0
205,42.8,0,0,1,17,0.0,0.0,0.0
206,60.0,0,0,1,24,0.0,0.0,0.0
207,29.34,0,1,1,26,0.0,0.0,0.0
208,23.49,0,1,1,7,0.0,0.0,0.0
209,74.62,0,0,1,34,2.0,99436.0,2141.0
210,39.59,0,0,1,26,0.0,0.0,0.0
211,21.12,0,1,1,21,2.0,99436.0,2141.0
212,18.0,0,1,1,12,1.0,18619.0,1014.0
213,9.58,0,1,1,9,0.0,0.0,0.0
214,80.0,0,0,1,31,0.0,0.0,0.0
215,17.6,0,1,1,28,0.0,0.0,0.0
216,33.0,0,0,1,23,0.0,0.0,0.0
217,23.0,0,1,1,26,0.0,0.0,0.0
218,5.1,0,1,1,24,0.0,0.0,0.0
219,20.3,0,1,1,29,0.0,0.0,0.0
220,15.0,0,1,1,10,0.0,0.0,0.0
221,70.0,0,0,1,31,0.0,0.0,0.0
222,69.02,0,0,1,31,0.0,0.0,0.0
223,22.41,0,1,1,23,0.0,0.0,0.0
224,9.0,0,1,1,13,0.0,0.0,0.0
225,26.44,0,1,1,19,0.0,0.0,0.0
226,189.75,0,0,1,0,1.0,86673.0,903.0
227,36.3,0,0,1,23,0.0,0.0,0.0
228,14.84,0,1,1,22,0.0,0.0,0.0
229,29.7,0,1,1,21,1.0,4108394.0,15816.0
230,47.88,0,0,1,8,0.0,0.0,0.0
231,15.9,0,1,1,6,0.0,0.0,0.0
232,75.9,0,0,1,14,0.0,0.0,0.0
233,14.5,0,1,1,25,0.0,0.0,0.0
234,42.4,0,0,1,24,0.0,0.0,0.0
235,28.6,0,1,1,4,0.0,0.0,0.0
236,33.0,0,0,1,10,0.0,0.0,0.0
237,13.44,0,1,1,3,0.0,0.0,0.0
238,33.0,0,0,1,15,0.0,0.0,0.0
239,49.0,0,0,1,10,0.0,0.0,0.0
240,8.97,0,1,1,34,2.0,152321.0,14335.0
241,21.48,0,1,1,25,0.0,0.0,0.0
242,50.74,0,0,1,33,0.0,0.0,0.0
243,37.11,0,0,1,2,0.0,0.0,0.0
244,40.38,0,0,1,17,0.0,0.0,0.0
245,62.72,0,0,1,0,0.0,0.0,0.0
246,110.0,0,0,1,10,0.0,0.0,0.0
247,25.0,0,1,1,22,1.0,86673.0,903.0
248,34.28,0,0,1,22,0.0,0.0,0.0
249,19.5,0,1,1,18,0.0,0.0,0.0
250,25.0,0,1,1,34,0.0,0.0,0.0
251,20.0,0,1,1,2,0.0,0.0,0.0
252,89.79,0,0,1,28,0.0,0.0,0.0
253,33.0,0,0,1,24,0.0,0.0,0.0
254,40.96,0,0,1,24,0.0,0.0,0.0
255,20.0,0,1,1,26,2.0,245351.0,21459.0
256,15.03,0,1,1,33,0.0,0.0,0.0
257,16.97,0,1,1,0,0.0,0.0,0.0
258,87.11,0,0,1,33,0.0,0.0,0.0
259,25.41,0,1,1,34,2.0,99436.0,2141.0
260,13.22,0,1,1,24,1.0,82662.0,1444.0
261,33.0,0,0,1,12,0.0,0.0,0.0
262,24.0,0,1,1,11,0.0,0.0,0.0
263,17.34,0,1,1,29,0.0,0.0,0.0
264,57.91,0,0,1,15,0.0,0.0,0.0
265,38.41,0,0,1,35,0.0,0.0,0.0
266,10.0,0,1,1,13,0.0,0.0,0.0
267,19.8,0,1,1,15,1.0,33500.0,6622.0
268,30.51,0,0,1,0,0.0,0.0,0.0
269,26.4,0,1,1,33,0.0,0.0,0.0
270,99.74,0,0,1,2,0.0,0.0,0.0
271,20.0,0,1,1,3,1.0,33500.0,6622.0
272,70.0,0,0,1,19,0.0,0.0,0.0
273,11.22,0,1,1,11,0.0,0.0,0.0
274,13.0,0,1,1,21,0.0,0.0,0.0
275,33.56,0,0,1,26,0.0,0.0,0.0
276,50.0,0,0,1,30,0.0,0.0,0.0
277,22.82,0,1,1,14,1.0,455943.0,15688.0
278,3.0,0,1,1,20,3.0,1049479.0,22578.0
279,44.96,0,0,1,9,0.0,0.0,0.0
280,50.82,0,0,1,24,0.0,0.0,0.0
281,23.14,0,1,1,31,0.0,0.0,0.0
282,56.2,0,0,1,31,0.0,0.0,0.0
283,86.09,0,0,1,26,0.0,0.0,0.0
284,19.83,0,1,1,26,0.0,0.0,0.0
285,8.6,0,1,1,21,0.0,0.0,0.0
286,33.0,0,0,1,31,0.0,0.0,0.0
287,66.24,0,0,1,22,0.0,0.0,0.0
288,34.0,0,0,1,0,0.0,0.0,0.0
289,50.0,0,0,1,10,3.0,1049479.0,22578.0
290,13.0,0,1,1,24,0.0,0.0,0.0
291,16.0,0,1,1,23,0.0,0.0,0.0
292,16.5,0,1,1,27,0.0,0.0,0.0
293,44.69,0,0,1,53,0.0,0.0,0.0
294,60.0,0,0,1,3,1.0,74694.0,1374.0
295,16.0,0,1,1,2,1.0,29399.0,5939.0
296,34.15,0,0,1,28,0.0,0.0,0.0
297,10.0,0,1,1,32,0.0,0.0,0.0
298,74.0,0,0,1,20,0.0,0.0,0.0
299,15.0,0,1,1,60,0.0,0.0,0.0
300,8.0,0,1,1,3,0.0,0.0,0.0
301,139.62,0,0,1,20,0.0,0.0,0.0
302,269.46,0,0,1,33,0.0,0.0,0.0
303,21.79,0,1,1,12,1.0,133951.0,14411.0
304,284.04,0,0,1,23,1.0,82662.0,1444.0
305,57.12,0,0,1,60,0.0,0.0,0.0
306,9.9,0,1,1,8,0.0,0.0,0.0
307,23.01,0,1,1,2,3.0,1049479.0,22578.0
308,10.0,0,1,1,0,0.0,0.0,0.0
309,62.98,0,0,1,28,0.0,0.0,0.0
310,33.0,0,0,1,24,0.0,0.0,0.0
311,26.0,0,1,1,49,0.0,0.0,0.0
312,18.0,0,1,1,0,0.0,0.0,0.0
313,80.0,0,0,1,0,0.0,0.0,0.0
314,23.56,0,1,1,29,1.0,55486.0,7674.0
315,54.51,0,0,1,46,0.0,0.0,0.0
316,12.23,0,1,1,18,0.0,0.0,0.0
317,39.67,0,0,1,22,0.0,0.0,0.0
318,6.6,0,1,1,14,0.0,0.0,0.0
319,18.18,0,1,1,25,0.0,0.0,0.0
320,46.11,0,0,1,37,0.0,0.0,0.0
321,6.12,0,1,1,3,0.0,0.0,0.0
322,16.28,0,1,1,25,0.0,0.0,0.0
323,18.48,0,1,1,41,0.0,0.0,0.0
324,18.0,0,1,1,0,0.0,0.0,0.0
325,81.5,0,0,1,36,0.0,0.0,0.0
326,44.85,0,0,1,39,0.0,0.0,0.0
327,46.3,0,0,1,24,0.0,0.0,0.0
328,32.0,0,0,1,40,1.0,120727.0,12414.0
329,39.6,0,0,1,0,0.0,0.0,0.0
330,150.0,0,0,1,2,0.0,0.0,0.0
331,91.76,0,0,1,19,0.0,0.0,0.0
332,29.4,0,1,1,4,0.0,0.0,0.0
333,34.0,0,0,1,18,0.0,0.0,0.0
334,226.8,0,0,1,36,0.0,0.0,0.0
335,69.24,0,0,1,45,0.0,0.0,0.0
336,79.55,0,0,1,25,0.0,0.0,0.0
337,60.21,0,0,1,33,0.0,0.0,0.0
338,29.7,0,1,1,30,0.0,0.0,0.0
339,22.75,0,1,1,29,0.0,0.0,0.0
340,10.0,0,1,1,0,0.0,0.0,0.0
341,83.57,0,0,1,43,0.0,0.0,0.0
342,43.0,0,0,1,36,0.0,0.0,0.0
343,6.0,0,1,1,46,0.0,0.0,0.0
344,31.25,0,0,1,23,0.0,0.0,0.0
345,27.65,0,1,1,24,0.0,0.0,0.0
346,27.52,0,1,1,25,0.0,0.0,0.0
347,37.03,0,0,1,28,0.0,0.0,0.0
348,48.41,0,0,1,22,0.0,0.0,0.0
349,20.2,0,1,1,37,0.0,0.0,0.0
350,86.24,0,0,1,43,1.0,29399.0,5939.0
351,3.3,0,1,1,13,0.0,0.0,0.0
352,14.0,0,1,1,58,0.0,0.0,0.0
353,29.7,0,1,1,14,1.0,24479.0,604.0
354,300.0,0,0,1,0,0.0,0.0,0.0
355,229.6,0,0,1,22,1.0,82662.0,1444.0
356,5.25,0,1,1,24,2.0,245351.0,21459.0
357,75.9,0,0,1,41,0.0,0.0,0.0
358,98.92,0,0,1,58,1.0,82662.0,1444.0
359,19.8,0,1,1,28,0.0,0.0,0.0
360,11.23,0,1,1,48,0.0,0.0,0.0
361,232.0,0,0,1,29,0.0,0.0,0.0
362,18.0,0,1,1,0,0.0,0.0,0.0
363,32.99,0,0,1,10,1.0,55486.0,7674.0
364,24.92,0,1,1,60,0.0,0.0,0.0
365,118.9,0,0,1,6,0.0,0.0,0.0
366,6.0,0,1,1,43,0.0,0.0,0.0
367,50.0,0,0,1,24,0.0,0.0,0.0
368,23.12,0,1,1,19,0.0,0.0,0.0
369,18.0,0,1,1,0,0.0,0.0,0.0
370,49.48,0,0,1,48,0.0,0.0,0.0
371,112.8,0,0,1,33,0.0,0.0,0.0
372,3.3,0,1,1,42,0.0,0.0,0.0
373,19.8,0,1,1,12,0.0,0.0,0.0
374,9.0,0,1,1,0,0.0,0.0,0.0
375,55.29,0,0,1,48,1.0,4108394.0,15816.0
376,81.0,0,0,1,16,0.0,0.0,0.0
377,41.42,0,0,1,28,0.0,0.0,0.0
378,29.97,0,1,1,8,0.0,0.0,0.0
379,7.0,0,1,1,26,0.0,0.0,0.0
380,24.61,0,1,1,54,0.0,0.0,0.0
381,35.0,0,0,1,0,0.0,0.0,0.0
382,103.13,0,0,1,16,0.0,0.0,0.0
383,66.0,0,0,1,0,0.0,0.0,0.0
384,61.57,0,0,1,15,0.0,0.0,0.0
385,127.41,0,0,1,56,0.0,0.0,0.0
386,34.08,0,0,1,16,0.0,0.0,0.0
387,63.63,0,0,1,0,0.0,0.0,0.0
388,18.21,0,1,1,46,0.0,0.0,0.0
389,30.0,0,1,1,1,3.0,1049479.0,22578.0
390,16.03,0,1,1,16,3.0,1049479.0,22578.0
391,63.0,0,0,1,2,0.0,0.0,0.0
392,23.0,0,1,1,31,0.0,0.0,0.0
393,143.1,0,0,1,33,0.0,0.0,0.0
394,13.5,0,1,1,21,0.0,0.0,0.0
395,38.41,0,0,1,15,0.0,0.0,0.0
396,99.0,0,0,1,0,0.0,0.0,0.0
397,26.4,0,1,1,0,0.0,0.0,0.0
398,40.37,0,0,1,29,0.0,0.0,0.0
399,20.25,0,1,1,24,0.0,0.0,0.0
400,61.2,0,0,1,28,0.0,0.0,0.0
401,128.58,0,0,1,49,0.0,0.0,0.0
402,71.42,0,0,1,3,0.0,0.0,0.0
403,89.46,0,0,1,32,0.0,0.0,0.0
404,22.01,0,1,1,7,0.0,0.0,0.0
405,3.3,0,1,1,32,1.0,18619.0,1014.0
406,33.0,0,0,1,7,0.0,0.0,0.0
407,16.4,0,1,1,0,0.0,0.0,0.0
408,201.13,0,0,1,57,0.0,0.0,0.0
409,59.42,0,0,1,29,1.0,68334.0,10348.0
410,228.71,0,0,1,29,0.0,0.0,0.0
411,21.0,0,1,1,29,1.0,4108394.0,15816.0
412,19.8,0,1,1,37,0.0,0.0,0.0
413,27.15,0,1,1,55,0.0,0.0,0.0
414,55.36,0,0,1,38,0.0,0.0,0.0
415,65.0,0,0,1,9,0.0,0.0,0.0
416,63.47,0,0,1,11,1.0,82662.0,1444.0
417,47.68,0,0,1,23,1.0,86673.0,903.0
418,122.0,0,0,1,15,0.0,0.0,0.0
419,30.0,0,1,1,48,0.0,0.0,0.0
420,32.0,0,0,1,44,1.0,33500.0,6622.0
421,52.65,0,0,1,25,1.0,32681.0,1110.0
422,46.3,0,0,1,51,0.0,0.0,0.0
423,24.97,0,1,1,24,0.0,0.0,0.0
424,140.0,0,0,1,25,0.0,0.0,0.0
425,33.3,0,0,1,19,0.0,0.0,0.0
426,48.22,0,0,1,206,0.0,0.0,0.0
427,10.0,0,1,1,44,0.0,0.0,0.0
428,6.6,0,1,1,1,0.0,0.0,0.0
429,99.0,0,0,1,0,0.0,0.0,0.0
430,6.0,0,1,1,0,0.0,0.0,0.0
431,332.03,0,0,1,23,0.0,0.0,0.0
432,9.79,0,1,1,18,1.0,82662.0,1444.0
433,88.24,0,0,1,37,0.0,0.0,0.0
434,72.39,0,0,1,5,0.0,0.0,0.0
435,15.0,0,1,1,53,1.0,4108394.0,15816.0
436,20.0,0,1,1,18,0.0,0.0,0.0
437,162.33,0,0,1,29,0.0,0.0,0.0
438,27.0,0,1,1,0,0.0,0.0,0.0
439,45.0,0,0,1,26,0.0,0.0,0.0
440,51.6,0,0,1,9,1.0,82662.0,1444.0
441,31.63,0,0,1,12,1.0,74694.0,1374.0
442,23.47,0,1,1,36,0.0,0.0,0.0
443,55.65,0,0,1,28,1.0,545068.0,15503.0
444,6.6,0,1,1,46,0.0,0.0,0.0
445,107.25,0,0,1,20,0.0,0.0,0.0
446,82.5,0,0,1,56,1.0,86673.0,903.0
447,73.5,0,0,1,28,1.0,82662.0,1444.0
448,44.5,0,0,1,12,0.0,0.0,0.0
449,18.0,0,1,1,25,0.0,0.0,0.0
450,39.74,0,0,1,21,0.0,0.0,0.0
451,36.3,0,0,1,7,0.0,0.0,0.0
452,54.69,0,0,1,11,0.0,0.0,0.0
453,37.3,0,0,1,19,0.0,0.0,0.0
454,339.53,0,0,1,22,1.0,18619.0,1014.0
455,107.37,0,0,1,55,0.0,0.0,0.0
456,42.25,0,0,1,25,1.0,455943.0,15688.0
457,31.08,0,0,1,11,0.0,0.0,0.0
458,83.81,0,0,1,13,1.0,112653.0,12365.0
459,18.0,0,1,1,1,0.0,0.0,0.0
460,10.0,0,1,1,0,0.0,0.0,0.0
461,16.5,0,1,1,0,0.0,0.0,0.0
462,45.0,0,0,1,0,0.0,0.0,0.0
463,29.7,0,1,1,17,0.0,0.0,0.0
464,27.0,0,1,1,0,0.0,0.0,0.0
465,25.0,0,1,1,41,0.0,0.0,0.0
466,33.06,0,0,1,12,0.0,0.0,0.0
467,288.0,0,0,1,24,0.0,0.0,0.0
468,29.75,0,1,1,41,3.0,1049479.0,22578.0
469,9.9,0,1,1,48,0.0,0.0,0.0
470,6.6,0,1,1,16,0.0,0.0,0.0
471,90.75,0,0,1,0,0.0,0.0,0.0
472,84.97,0,0,1,49,0.0,0.0,0.0
473,51.71,0,0,1,49,0.0,0.0,0.0
474,54.0,0,0,1,0,0.0,0.0,0.0
475,13.39,0,1,1,41,0.0,0.0,0.0
476,12.92,0,1,1,28,0.0,0.0,0.0
477,32.94,0,0,1,25,1.0,74694.0,1374.0
478,27.39,0,1,1,49,0.0,0.0,0.0
479,62.37,0,0,1,32,0.0,0.0,0.0
480,112.3,0,0,1,2,0.0,0.0,0.0
481,34.51,0,0,1,51,0.0,0.0,0.0
482,29.3,0,1,1,45,0.0,0.0,0.0
483,102.5,0,0,1,7,0.0,0.0,0.0
484,56.1,0,0,1,18,0.0,0.0,0.0
485,38.13,0,0,1,21,0.0,0.0,0.0
486,54.08,0,0,1,13,2.0,99436.0,2141.0
487,66.0,0,0,1,49,0.0,0.0,0.0
488,96.98,0,0,1,44,1.0,434004.0,8697.0
489,18.0,0,1,1,0,0.0,0.0,0.0
490,27.17,0,1,1,22,0.0,0.0,0.0
491,45.0,0,0,1,13,0.0,0.0,0.0
492,14.1,0,1,1,40,0.0,0.0,0.0
493,35.0,0,0,1,26,1.0,455943.0,15688.0
494,66.0,0,0,1,10,1.0,133951.0,14411.0
495,16.23,0,1,1,29,0.0,0.0,0.0
496,13.2,0,1,1,7,0.0,0.0,0.0
497,85.5,0,0,1,21,0.0,0.0,0.0
498,23.0,0,1,1,38,1.0,63090.0,616.0
499,62.36,0,0,1,189,0.0,0.0,0.0
500,13.0,0,1,1,6,1.0,434004.0,8697.0
501,86.59,0,0,1,32,0.0,0.0,0.0
502,49.3,0,0,1,30,1.0,112653.0,12365.0
503,30.0,0,1,1,55,0.0,0.0,0.0
504,10.0,0,1,1,58,1.0,208677.0,8100.0
505,34.0,0,0,1,20,0.0,0.0,0.0
506,48.72,0,0,1,49,0.0,0.0,0.0
507,94.89,0,0,1,38,0.0,0.0,0.0
508,25.64,0,1,1,18,1.0,112653.0,12365.0
509,17.0,0,1,1,35,0.0,0.0,0.0
510,32.07,0,0,1,34,0.0,0.0,0.0
511,33.0,0,0,1,23,0.0,0.0,0.0
512,113.84,0,0,1,73,0.0,0.0,0.0
513,30.47,0,0,1,54,0.0,0.0,0.0
514,110.9,0,0,1,48,1.0,208677.0,8100.0
515,20.0,0,1,1,24,0.0,0.0,0.0
516,47.8,0,0,1,65,0.0,0.0,0.0
517,47.28,0,0,1,46,0.0,0.0,0.0
518,9.9,0,1,1,21,0.0,0.0,0.0
519,83.22,0,0,1,4,0.0,0.0,0.0
520,60.56,0,0,1,31,0.0,0.0,0.0
521,44.94,0,0,1,49,0.0,0.0,0.0
522,47.28,0,0,1,25,0.0,0.0,0.0
523,60.45,0,0,1,9,0.0,0.0,0.0
524,32.43,0,0,1,49,0.0,0.0,0.0
525,76.14,0,0,1,17,0.0,0.0,0.0
526,29.4,0,1,1,24,0.0,0.0,0.0
